id,place_name,county,country,grid_reference,easting,northing,latitude,longitude,postcode_area,type
17552,Hedley Hill,County Durham,England,NZ1541,415500,541500,54.76819,-1.76061,DH7 9,Other
17553,Hedley on the Hill,Northumberland,England,NZ0759,407500,559500,54.93013,-1.88449,NE43 7,Other
17554,Hednesford,Staffordshire,England,SK0012,400500,312500,52.71016,-1.99404,WS12 1,Other
17555,Hedon,East Riding of Yorkshire,England,TA1928,519500,428500,53.73920,-0.18970,HU12 8,Town
17556,Hedsor,Buckinghamshire,England,SU9187,491500,187500,51.57895,-0.68092,HP10 0,Other
17557,Hedworth,Tyne and Wear,England,NZ3363,433500,563500,54.96501,-1.47830,NE32 5,Other
17558,Heelands,Buckinghamshire,England,SP8339,483500,239500,52.04761,-0.78383,MK13 9,Other
17559,Heeley,South Yorkshire,England,SK3584,435500,384500,53.35620,-1.46810,S8 9,Other
17560,Heggle Lane,Cumbria,England,NY3635,336500,535500,54.71049,-2.98710,CA7 8,Other
17561,Heglibister,Shetland Islands,Scotland,HU3851,438500,1151500,60.24595,-1.30641,ZE2 9,Other
17562,Heighington,County Durham,England,NZ2422,424500,522500,54.59709,-1.62232,DL5 6,Other
17563,Heighington,Lincolnshire,England,TF0369,503500,369500,53.21249,-0.45159,LN4 1,Other
17564,Heighley,Staffordshire,England,SJ7747,377500,347500,53.02431,-2.33690,CW3 9,Other
17565,Height End,Lancashire,England,SD7923,379500,423500,53.70752,-2.31204,BB4 8,Other
17566,Heightington,Worcestershire,England,SO7671,376500,271500,52.34107,-2.34635,DY12 2,Other
17567,Heights,Greater Manchester,England,SD9808,398500,408500,53.57310,-2.02412,OL3 5,Other
17568,Heights of Kinlochewe,Highland,Scotland,NH0664,206500,864500,57.62879,-5.24244,IV22 2,Other
17569,Heiton,Scottish Borders,Scotland,NT7130,371500,630500,55.56733,-2.45348,TD5 8,Other
17570,Helbeck,Cumbria,England,NY7915,379500,515500,54.53435,-2.31832,CA17 4,Other
17571,Hele,Devon,England,SS5347,253500,147500,51.20787,-4.09860,EX34 9,Other
17572,Hele,Devon,England,SS9902,299500,102500,50.81330,-3.42788,EX5 4,Other
17573,Hele,Somerset,England,ST1824,318500,124500,51.01408,-3.16318,TA4 1,Other
17574,Hele,Devon,England,SX3391,233500,91500,50.69925,-4.35904,PL15 9,Other
17575,Hele,Devon,England,SX7470,274500,70500,50.52079,-3.77171,TQ13 7,Other
17576,Hele,Devon,England,SX9065,290500,65500,50.47906,-3.54463,TQ2 7,Other
17577,Helebridge,Cornwall,England,SS2103,221500,103500,50.80349,-4.53461,EX23 0,Other
17578,Helens Bay,North Down,Northern Ireland,J463803,346354,380346,54.65000,-5.73333,BT19 1,Other
17579,Helensburgh,Argyll and Bute,Scotland,NS2982,229500,682500,56.00503,-4.73602,G84 8,Town
17580,Helford,Cornwall,England,SW7526,175500,26500,50.09608,-5.14033,TR12 6,Other
17581,Helford Passage,Cornwall,England,SW7626,176500,26500,50.09646,-5.12637,TR12 6,Other
17582,Helham Green,Hertfordshire,England,TL3915,539500,215500,51.82072,0.02259,SG12 7,Other
17583,Helhoughton,Norfolk,England,TF8626,586500,326500,52.80380,0.76524,NR21 7,Other
17584,Helions Bumpstead,Essex,England,TL6541,565500,241500,52.04718,0.41199,CB9 7,Other
17585,Hell Corner,Berkshire,England,SU3864,438500,164500,51.37825,-1.44822,RG17 9,Other
17586,Hellaby,South Yorkshire,England,SK5092,450500,392500,53.42688,-1.24147,S66 8,Other
17587,Helland,Somerset,England,ST3224,332500,124500,51.01590,-2.96364,TA3 6,Other
17588,Helland,Cornwall,England,SX0770,207500,70500,50.50258,-4.71590,PL30 4,Other
17589,Hellandbridge,Cornwall,England,SX0671,206500,71500,50.51123,-4.73051,PL30 4,Other
17590,Hellesdon,Norfolk,England,TG2012,620500,312500,52.66534,1.25941,NR6 5,Other
17591,Hellesveor,Cornwall,England,SW5040,150500,40500,50.21178,-5.49840,TR26 3,Other
17592,Hellidon,Northamptonshire,England,SP5158,451500,258500,52.22231,-1.24752,NN11 6,Other
17593,Hellifield,North Yorkshire,England,SD8556,385500,456500,54.00432,-2.22271,BD23 4,Other
17594,Hellifield Green,North Yorkshire,England,SD8556,385500,456500,54.00432,-2.22271,BD23 4,Other
17595,Hellingly,East Sussex,England,TQ5812,558500,112500,50.89024,0.25218,BN27 4,Other
17596,Hellington,Norfolk,England,TG3103,631500,303500,52.58000,1.41547,NR14 7,Other
17597,Hellister,Shetland Islands,Scotland,HU3849,438500,1149500,60.22800,-1.30679,ZE2 9,Other
17598,Hellman's Cross,Essex,England,TL5818,558500,218500,51.84261,0.29941,CM6 1,Other
17599,Helm,North Yorkshire,England,SD9391,393500,491500,54.31904,-2.10143,DL8 3,Other
17600,Helmburn,Scottish Borders,Scotland,NT3924,339500,624500,55.51050,-2.95952,TD7 5,Other
17601,Helmdon,Northamptonshire,England,SP5843,458500,243500,52.08677,-1.14764,NN13 5,Other
17602,Helme,West Yorkshire,England,SE0911,409500,411500,53.59998,-1.85792,HD9 5,Other
17603,Helmingham,Suffolk,England,TM1857,618500,257500,52.17247,1.19398,IP14 6,Other
17604,Helmington Row,County Durham,England,NZ1835,418500,535500,54.71417,-1.71436,DL15 0,Other
17605,Helmsdale,Highland,Scotland,ND0215,302500,915500,58.11769,-3.65666,KW8 6,Other
17606,Helmshore,Lancashire,England,SD7821,378500,421500,53.68950,-2.32705,BB4 4,Other
17607,Helmside,Cumbria,England,SD6888,368500,488500,54.29115,-2.48543,LA10 5,Other
17608,Helmsley,North Yorkshire,England,SE6184,461500,484500,54.25249,-1.05757,YO62 5,Other
17609,Helperby,North Yorkshire,England,SE4369,443500,469500,54.11953,-1.33598,YO61 2,Other
17610,Helperthorpe,North Yorkshire,England,SE9570,495500,470500,54.12150,-0.54032,YO17 8,Other
17611,Helpringham,Lincolnshire,England,TF1340,513500,340500,52.94989,-0.31214,NG34 0,Other
17612,Helpston,Cambridgeshire,England,TF1205,512500,305500,52.63560,-0.33904,PE6 7,Other
17613,Helsby,Cheshire,England,SJ4875,348500,375500,53.27397,-2.77373,WA6 0,Other
17614,Helscott,Cornwall,England,SS2102,221500,102500,50.79451,-4.53412,EX23 0,Other
17615,Helsey,Lincolnshire,England,TF5172,551500,372500,53.22794,0.26809,PE24 5,Other
17616,Helston,Cornwall,England,SW6627,166500,27500,50.10159,-5.26657,TR13 8,Town
17617,Helston Water,Cornwall,England,SW7841,178500,41500,50.23191,-5.10718,TR4 8,Other
17618,Helstone,Cornwall,England,SX0881,208500,81500,50.60172,-4.70748,PL32 9,Other
17619,Helton,Cumbria,England,NY5122,351500,522500,54.59534,-2.75215,CA10 2,Other
17620,Helwith Bridge,North Yorkshire,England,SD8169,381500,469500,54.12103,-2.28454,BD24 0,Other
17621,Hem Heath,Staffordshire,England,SJ8841,388500,341500,52.97073,-2.17269,ST4 8,Other
17622,Hemblington,Norfolk,England,TG3411,634500,311500,52.65050,1.46534,NR13 4,Other
17623,Hemblington Corner,Norfolk,England,TG3311,633500,311500,52.65093,1.45058,NR13 4,Other
17624,Hembridge,Somerset,England,ST5936,359500,136500,51.12634,-2.58011,BA4 6,Other
17625,Hemel Hempstead,Hertfordshire,England,TL0607,506500,207500,51.75607,-0.45844,HP2 5,Town
17626,Hemerdon,Devon,England,SX5657,256500,57500,50.39981,-4.02048,PL7 5,Other
17627,Hemford,Shropshire,England,SJ3200,332500,300500,52.59808,-2.99799,SY5 0,Other
17628,Hemingbrough,North Yorkshire,England,SE6730,467500,430500,53.76648,-0.97746,YO8 6,Other
17629,Hemingby,Lincolnshire,England,TF2374,523500,374500,53.25315,-0.15033,LN9 5,Other
17630,Hemingfield,South Yorkshire,England,SE3901,439500,401500,53.50871,-1.40588,S73 0,Other
17631,Hemingford Abbots,Cambridgeshire,England,TL2770,527500,270500,52.31780,-0.13089,PE28 9,Other
17632,Hemingford Grey,Cambridgeshire,England,TL2970,529500,270500,52.31734,-0.10156,PE28 9,Other
17633,Hemingstone,Suffolk,England,TM1553,615500,253500,52.13775,1.14764,IP6 9,Other
17634,Hemington,Leicestershire,England,SK4528,445500,328500,52.85208,-1.32578,DE74 2,Other
17635,Hemington,Somerset,England,ST7253,372500,153500,51.27997,-2.39566,BA3 5,Other
17636,Hemington,Northamptonshire,England,TL0985,509500,285500,52.45648,-0.38994,PE8 5,Other
17637,Hemley,Suffolk,England,TM2842,628500,242500,52.03380,1.32991,IP12 4,Other
17638,Hemlington,North Yorkshire,England,NZ4914,449500,514500,54.52338,-1.23675,TS8 9,Other
17639,Hemp Green,Suffolk,England,TM3769,637500,269500,52.27232,1.47972,IP17 2,Other
17640,Hemp's Green,Essex,England,TL9129,591500,229500,51.93106,0.78399,CO6 2,Other
17641,Hempnall,Norfolk,England,TM2494,624500,294500,52.50215,1.30627,NR15 2,Other
17642,Hempnall Green,Norfolk,England,TM2493,624500,293500,52.49318,1.30559,NR15 2,Other
17643,Hempshill Vale,Nottinghamshire,England,SK5244,452500,344500,52.99526,-1.21926,NG6 7,Other
17644,Hempstead,Norfolk,England,TG1037,610500,337500,52.89372,1.12783,NR25 6,Other
17645,Hempstead,Norfolk,England,TG4028,640500,328500,52.80040,1.56629,NR12 0,Other
17646,Hempstead,Essex,England,TL6338,563500,238500,52.02083,0.38142,CB10 2,Other
17647,Hempstead,Kent,England,TQ7964,579500,164500,51.35122,0.57632,ME7 3,Other
17648,Hempsted,Gloucestershire,England,SO8116,381500,216500,51.84679,-2.26996,GL2 5,Other
17649,Hempton,Oxfordshire,England,SP4431,444500,231500,51.98019,-1.35350,OX15 0,Other
17650,Hempton,Norfolk,England,TF9129,591500,329500,52.82899,0.84108,NR21 7,Other
17651,Hempton Wainhill,Oxfordshire,England,SP7601,476500,201500,51.70703,-0.89429,OX39 4,Other
17652,Hemsby,Norfolk,England,TG4917,649500,317500,52.69764,1.69115,NR29 4,Other
17653,Hemsted,Kent,England,TR1441,614500,141500,51.13259,1.06447,CT18 8,Other
17654,Hemswell,Lincolnshire,England,SK9291,492500,391500,53.41221,-0.60985,DN21 5,Other
17655,Hemswell Cliff,Lincolnshire,England,SK9589,495500,389500,53.39371,-0.56534,DN21 5,Other
17656,Hemsworth,West Yorkshire,England,SE4213,442500,413500,53.61633,-1.35902,WF9 4,Town
17657,Hemsworth,South Yorkshire,England,SK3683,436500,383500,53.34714,-1.45319,S14 1,Other
17658,Hemsworth,Dorset,England,ST9605,396500,105500,50.84901,-2.05109,BH21 5,Other
17659,Hemyock,Devon,England,ST1313,313500,113500,50.91446,-3.23182,EX15 3,Other
17660,Henaford,Devon,England,SS2418,224500,118500,50.93917,-4.49928,EX39 6,Other
17661,Henbrook,Worcestershire,England,SO9266,392500,266500,52.29657,-2.11140,WR9 0,Other
17662,Henbury,Cheshire,England,SJ8873,388500,373500,53.25838,-2.17384,SK10 3,Other
17663,Henbury,Bristol,England,ST5678,356500,178500,51.50375,-2.62811,BS10 7,Other
17664,Henbury,Dorset,England,SY9598,395500,98500,50.78605,-2.06520,BH21 3,Other
17665,Hendomen,Powys,Wales,SO2198,321500,298500,52.57862,-3.15989,SY15 6,Other
17666,Hendon,Tyne and Wear,England,NZ4055,440500,555500,54.89260,-1.37010,SR2 8,Other
17667,Hendon,Barnet - Greater London,England,TQ2389,523500,189500,51.59082,-0.21862,NW4 1,Town
17668,Hendra,Cornwall,England,SW5927,159500,27500,50.09880,-5.36428,TR13 9,Other
17669,Hendra,Cornwall,England,SW6931,169500,31500,50.13868,-5.22710,TR13 0,Other
17670,Hendra,Cornwall,England,SW7017,170500,17500,50.01335,-5.20473,TR12 7,Other
17671,Hendra,Cornwall,England,SW7237,172500,37500,50.19371,-5.18877,TR3 7,Other
17672,Hendra,Cornwall,England,SW9557,195500,57500,50.38175,-4.87781,PL26 8,Other
17673,Hendra,Cornwall,England,SW9864,198500,64500,50.44566,-4.83942,PL30 5,Other
17674,Hendra,Cornwall,England,SX0983,209500,83500,50.62001,-4.69439,PL32 9,Other
17675,Hendra Croft,Cornwall,England,SW7955,179500,55500,50.35801,-5.10135,TR8 5,Other
17676,Hendrabridge,Cornwall,England,SX2665,226500,65500,50.46360,-4.44593,PL14 3,Other
17677,Hendraburnick,Cornwall,England,SX1287,212500,87500,50.65692,-4.65405,PL32 9,Other
17678,Hendre,Gwynedd,Wales,SH5909,259500,309500,52.66495,-4.07901,LL37 2,Other
17679,Hendre,Flintshire,Wales,SJ1967,319500,367500,53.19846,-3.20650,CH7 5,Other
17680,Hendre,Powys,Wales,SN9799,297500,299500,52.58361,-3.51425,SY17 5,Other
17681,Hendre-ddu,Conwy,Wales,SH8766,287500,366500,53.18366,-3.68497,LL22 8,Other
17682,Hendredenny Park,Caerphilly,Wales,ST1387,313500,187500,51.57970,-3.24973,CF83 2,Other
17683,Hendreforgan,Rhondda Cynon Taf,Wales,SS9888,298500,188500,51.58618,-3.46642,CF39 8,Other
17684,Hendrerwydd,Denbighshire,Wales,SJ1263,312500,363500,53.16141,-3.31016,LL16 4,Other
17685,Hendrewen,Swansea,Wales,SN6107,261500,207500,51.74903,-4.00770,SA4 8,Other
17686,Hendy,Carmarthenshire,Wales,SN5803,258500,203500,51.71233,-4.04950,SA4 0,Other
17687,Hendy-Gwyn,Carmarthenshire,Wales,SN2016,220500,216500,51.81822,-4.60570,SA34 0,Other
17688,Heneglwys,Isle of Anglesey,Wales,SH4276,242500,376500,53.26205,-4.36278,LL77 7,Other
17689,Henfield,Gloucestershire,England,ST6779,367500,179500,51.51348,-2.46973,BS36 2,Other
17690,Henfield,West Sussex,England,TQ2116,521500,116500,50.93516,-0.27226,BN5 9,Other
17691,Henford,Devon,England,SX3694,236500,94500,50.72705,-4.31793,EX21 5,Other
17692,Henfords Marsh,Wiltshire,England,ST8743,387500,143500,51.19058,-2.18025,BA12 8,Other
17693,Henfynyw,Ceredigion,Wales,SN4561,245500,261500,52.22996,-4.26364,SA46 0,Other
17694,Hengoed,Denbighshire,Wales,SJ0858,308500,358500,53.11580,-3.36854,LL15 2,Other
17695,Hengoed,Shropshire,England,SJ2833,328500,333500,52.89417,-3.06424,SY10 7,Other
17696,Hengoed,Powys,Wales,SO2253,322500,253500,52.17429,-3.13471,HR5 3,Other
17697,Hengoed,Caerphilly,Wales,ST1495,314500,195500,51.65177,-3.23725,CF82 7,Other
17698,Hengrave,Norfolk,England,TG1319,613500,319500,52.73097,1.16060,NR9 5,Other
17699,Hengrave,Suffolk,England,TL8268,582500,268500,52.28433,0.67412,IP28 6,Other
17700,Hengrove,Bristol,England,ST6068,360500,168500,51.41413,-2.56937,BS14 0,Other
17701,Hengrove Park,Bristol,England,ST5968,359500,168500,51.41406,-2.58375,BS14 0,Other
17702,Henham,Essex,England,TL5428,554500,228500,51.93357,0.24587,CM22 6,Other
17703,Heniarth,Powys,Wales,SJ1208,312500,308500,52.66712,-3.29532,SY21 9,Other
17704,Henlade,Somerset,England,ST2623,326500,123500,51.00617,-3.04896,TA3 5,Other
17705,Henleaze,Bristol,England,ST5876,358500,176500,51.48592,-2.59907,BS6 7,Other
17706,Henley,Shropshire,England,SO4588,345500,288500,52.49168,-2.80411,SY6 6,Other
17707,Henley,Shropshire,England,SO5476,354500,276500,52.38463,-2.66993,SY8 3,Other
17708,Henley,Gloucestershire,England,SO9016,390500,216500,51.84702,-2.13931,GL3 4,Other
17709,Henley,Somerset,England,ST4332,343500,132500,51.08902,-2.80810,TA10 9,Other
17710,Henley,Dorset,England,ST6904,369500,104500,50.83922,-2.43452,DT2 7,Other
17711,Henley,Wiltshire,England,ST8267,382500,167500,51.40625,-2.25298,SN13 8,Other
17712,Henley,Wiltshire,England,SU3259,432500,159500,51.33367,-1.53488,SN8 3,Other
17713,Henley,West Sussex,England,SU8925,489500,125500,51.02192,-0.72531,GU27 3,Other
17714,Henley,Suffolk,England,TM1551,615500,251500,52.11979,1.14638,IP6 0,Other
17715,Henley Common,West Sussex,England,SU8826,488500,126500,51.03106,-0.73932,GU27 3,Other
17716,Henley Green,West Midlands,England,SP3681,436500,281500,52.43027,-1.46460,CV2 1,Other
17717,Henley Street,Kent,England,TQ6667,566500,167500,51.38213,0.39122,DA13 0,Other
17718,Henley's Down,East Sussex,England,TQ7312,573500,112500,50.88594,0.46525,TN33 9,Other
17719,Henley-in-Arden,Warwickshire,England,SP1565,415500,265500,52.28742,-1.77419,B95 5,Other
17720,Henley-on-Thames,Oxfordshire,England,SU7682,476500,182500,51.53623,-0.89843,RG9 2,Town
17721,Henllan,Denbighshire,Wales,SJ0268,302500,368500,53.20460,-3.46120,LL16 5,Other
17722,Henllan,Ceredigion,Wales,SN3540,235500,240500,52.03843,-4.39976,SA44 5,Other
17723,Henllan Amgoed,Carmarthenshire,Wales,SN1820,218500,220500,51.85350,-4.63678,SA34 0,Other
17724,Henlle,Shropshire,England,SJ3233,332500,333500,52.89469,-3.00480,SY10 7,Other
17725,Henllys,Torfaen,Wales,ST2693,326500,193500,51.63549,-3.06342,NP44 6,Other
17726,Henllys Vale,Torfaen,Wales,ST2792,327500,192500,51.62663,-3.04876,NP44 7,Other
17727,Henlow,Bedfordshire,England,TL1738,517500,238500,52.03247,-0.28859,SG16 6,Other
17728,Hennock,Devon,England,SX8381,283500,81500,50.62153,-3.64826,EX6 7,Other
17729,Henny Street,Essex,England,TL8738,587500,238500,52.01325,0.73079,CO10 7,Other
17730,Henry's Moat,Pembrokeshire,Wales,SN0427,204500,227500,51.91163,-4.84376,SA63 4,Other
17731,Henryd,Conwy,Wales,SH7774,277500,374500,53.25333,-3.83761,LL32 8,Other
17732,Hensall,North Yorkshire,England,SE5923,459500,423500,53.70455,-1.10015,DN14 0,Other
17733,Henshaw,Northumberland,England,NY7664,376500,564500,54.97455,-2.36866,NE47 7,Other
17734,Henshaw,West Yorkshire,England,SE2040,420500,440500,53.86032,-1.68979,LS19 7,Other
17735,Hensingham,Cumbria,England,NX9816,298500,516500,54.53357,-3.57010,CA28 8,Other
17736,Hensington,Oxfordshire,England,SP4516,445500,216500,51.84525,-1.34092,OX20 1,Other
17737,Henstead,Suffolk,England,TM4985,649500,285500,52.41056,1.66710,NR34 7,Other
17738,Hensting,Hampshire,England,SU4921,449500,121500,50.99078,-1.29610,SO50 7,Other
17739,Henstridge,Devon,England,SS5844,258500,144500,51.18217,-4.02589,EX34 0,Other
17740,Henstridge,Somerset,England,ST7219,372500,119500,50.97425,-2.39305,BA8 0,Other
17741,Henstridge Ash,Somerset,England,ST7220,372500,120500,50.98324,-2.39313,BA8 0,Other
17742,Henstridge Bowden,Somerset,England,ST6920,369500,120500,50.98309,-2.43587,BA8 0,Other
17743,Henstridge Marsh,Somerset,England,ST7420,374500,120500,50.98334,-2.36464,BA8 0,Other
17744,Henton,Oxfordshire,England,SP7602,476500,202500,51.71602,-0.89407,OX39 4,Other
17745,Henton,Somerset,England,ST4945,349500,145500,51.20646,-2.72426,BA5 1,Other
17746,Henwood,Oxfordshire,England,SP4602,446500,202500,51.71931,-1.32827,OX2 9,Other
17747,Henwood,Cornwall,England,SX2673,226500,73500,50.53548,-4.44965,PL14 5,Other
17748,Henwood Green,Kent,England,TQ6340,563500,140500,51.14043,0.33582,TN2 4,Other
17749,Heogan,Shetland Islands,Scotland,HU4743,447500,1143500,60.17318,-1.14574,ZE2 9,Other
17750,Heol Las,Swansea,Wales,SS6998,269500,198500,51.67007,-3.88851,SA7 9,Other
17751,Heol Senni,Powys,Wales,SN9223,292500,223500,51.89964,-3.56382,LD3 8,Other
17752,Heol-ddu,Carmarthenshire,Wales,SN4603,246500,203500,51.70918,-4.22306,SA15 4,Other
17753,Heol-ddu,Swansea,Wales,SS6498,264500,198500,51.66889,-3.96077,SA5 7,Other
17754,Heol-laethog,Bridgend,Wales,SS9384,293500,184500,51.54931,-3.53735,CF32 9,Other
17755,Heol-las,Bridgend,Wales,SS9382,293500,182500,51.53133,-3.53674,CF35 6,Other
17756,Heol-y-Cyw,Bridgend,Wales,SS9484,294500,184500,51.54949,-3.52293,CF35 6,Other
17757,Heol-y-gaer,Powys,Wales,SO1939,319500,239500,52.04802,-3.17526,HR3 5,Other
17758,Heol-y-mynydd,The Vale of Glamorgan,Wales,SS8874,288500,174500,51.45846,-3.60627,CF32 0,Other
17759,Heolgerrig,Merthyr Tydfil,Wales,SO0306,303500,206500,51.74886,-3.39925,CF48 1,Other
17760,Hepburn,Northumberland,England,NU0624,406500,624500,55.51422,-1.89863,NE66 4,Other
17761,Hepple,Northumberland,England,NT9800,398500,600500,55.29860,-2.02517,NE65 7,Other
17762,Hepscott,Northumberland,England,NZ2284,422500,584500,55.15433,-1.64846,NE61 6,Other
17763,Hepthorne Lane,Derbyshire,England,SK4064,440500,364500,53.17607,-1.39552,S42 5,Other
17764,Heptonstall,West Yorkshire,England,SD9728,397500,428500,53.75286,-2.03939,HX7 7,Other
17765,Hepworth,West Yorkshire,England,SE1606,416500,406500,53.55487,-1.75241,HD9 1,Other
17766,Hepworth,Suffolk,England,TL9874,598500,274500,52.33266,0.91191,IP22 2,Other
17767,Herbrandston,Pembrokeshire,Wales,SM8607,186500,207500,51.72546,-5.09274,SA73 3,Other
17768,Hereford,Herefordshire,England,SO5140,351500,240500,52.06074,-2.70883,HR1 2,City
17769,Heribost,Highland,Scotland,NG2745,127500,845500,57.41788,-6.54024,IV55 8,Other
17770,Heribusta,Highland,Scotland,NG4070,140500,870500,57.64941,-6.35109,IV51 9,Other
17771,Heriot,Scottish Borders,Scotland,NT4053,340500,653500,55.77116,-2.94998,EH38 5,Other
17772,Hermiston,City of Edinburgh,Scotland,NT1770,317500,670500,55.92048,-3.32167,EH14 4,Other
17773,Hermit Hill,South Yorkshire,England,SE3200,432500,400500,53.50020,-1.51152,S75 3,Other
17774,Hermit Hole,West Yorkshire,England,SE0539,405500,439500,53.85171,-1.91788,BD21 5,Other
17775,Hermitage,Scottish Borders,Scotland,NY5095,350500,595500,55.25118,-2.78022,TD9 0,Other
17776,Hermitage,Dorset,England,ST6407,364500,107500,50.86591,-2.50582,DT2 7,Other
17777,Hermitage,Berkshire,England,SU5173,451500,173500,51.45814,-1.26015,RG18 9,Other
17778,Hermitage,West Sussex,England,SU7505,475500,105500,50.84411,-0.92901,PO10 8,Other
17779,Hermitage Green,Cheshire,England,SJ6094,360500,394500,53.44578,-2.59618,WA2 8,Other
17780,Hermon,Isle of Anglesey,Wales,SH3868,238500,368500,53.18900,-4.41864,LL62 5,Other
17781,Hermon,Pembrokeshire,Wales,SN2031,220500,231500,51.95294,-4.61350,SA36 0,Other
17782,Hermon,Carmarthenshire,Wales,SN3630,236500,230500,51.94890,-4.38042,SA33 6,Other
17783,Herne,Kent,England,TR1866,618500,166500,51.35554,1.13679,CT6 7,Other
17784,Herne Bay,Kent,England,TR1767,617500,167500,51.36490,1.12306,CT6 5,Town
17785,Herne Common,Kent,England,TR1765,617500,165500,51.34694,1.12184,CT6 7,Other
17786,Herne Hill,Southwark - Greater London,England,TQ3274,532500,174500,51.45398,-0.09442,SE24 9,Other
17787,Herne Pound,Kent,England,TQ6554,565500,154500,51.26563,0.37083,ME18 5,Other
17788,Hernhill,Kent,England,TR0660,606500,160500,51.30614,0.96122,ME13 9,Other
17789,Herniss,Cornwall,England,SW7334,173500,34500,50.16716,-5.17300,TR10 9,Other
17790,Herodsfoot,Cornwall,England,SX2160,221500,60500,50.41717,-4.51392,PL14 4,Other
17791,Heron Cross,Staffordshire,England,SJ8943,389500,343500,52.98873,-2.15786,ST3 2,Other
17792,Heron's Ghyll,East Sussex,England,TQ4826,548500,126500,51.01871,0.11582,TN22 4,Other
17793,Heronden,Kent,England,TR2954,629500,154500,51.24348,1.28679,CT13 0,Other
17794,Herongate,Essex,England,TQ6291,562500,191500,51.59890,0.34483,CM13 3,Other
17795,Herons Green,Somerset,England,ST5559,355500,159500,51.33284,-2.64013,BS40 6,Other
17796,Heronsford,South Ayrshire,Scotland,NX1183,211500,583500,55.10996,-4.95675,KA26 0,Other
17797,Heronsgate,Hertfordshire,England,TQ0294,502500,194500,51.63997,-0.52019,WD3 5,Other
17798,Heronston,The Vale of Glamorgan,Wales,SS9178,291500,178500,51.49500,-3.56433,CF31 3,Other
17799,Herra,Shetland Islands,Scotland,HU6091,460500,1191500,60.60235,-0.89702,ZE2 9,Other
17800,Herriard,Hampshire,England,SU6645,466500,145500,51.20485,-1.04950,RG25 2,Other
17801,Herring's Green,Bedfordshire,England,TL0844,508500,244500,52.08822,-0.41783,MK45 3,Other
17802,Herringfleet,Suffolk,England,TM4897,648500,297500,52.51867,1.66137,NR32 5,Other
17803,Herringswell,Suffolk,England,TL7169,571500,269500,52.29685,0.51353,IP28 6,Other
17804,Herringthorpe,South Yorkshire,England,SK4492,444500,392500,53.42742,-1.33176,S65 2,Other
17805,Hersden,Kent,England,TR2062,620500,162500,51.31885,1.16299,CT3 4,Other
17806,Hersham,Cornwall,England,SS2507,225500,107500,50.84065,-4.47980,EX23 9,Other
17807,Hersham,Surrey,England,TQ1164,511500,164500,51.36863,-0.39966,KT12 4,Other
17808,Herstmonceux,East Sussex,England,TQ6312,563500,112500,50.88885,0.32321,BN27 4,Other
17809,Herston,Dorset,England,SZ0178,401500,78500,50.60622,-1.98016,BH19 2,Other
17810,Hertford,Hertfordshire,England,TL3212,532500,212500,51.79546,-0.08005,SG14 1,Town
17811,Hertford Heath,Hertfordshire,England,TL3511,535500,211500,51.78576,-0.03697,SG13 7,Other
17812,Hertingfordbury,Hertfordshire,England,TL3012,530500,212500,51.79593,-0.10904,SG14 2,Other
17813,Hesket Newmarket,Cumbria,England,NY3338,333500,538500,54.73705,-3.03434,CA7 8,Other
17814,Hesketh Bank,Lancashire,England,SD4323,343500,423500,53.70486,-2.85736,PR4 6,Other
17815,Hesketh Lane,Lancashire,England,SD6141,361500,441500,53.86827,-2.58697,PR3 2,Other
17816,Hesketh Moss,Lancashire,England,SD4322,343500,422500,53.69587,-2.85718,PR4 6,Other
17817,Heskin Green,Lancashire,England,SD5315,353500,415500,53.63394,-2.70469,PR7 5,Other
17818,Hesleden,County Durham,England,NZ4438,444500,538500,54.73951,-1.31035,TS27 4,Other
17819,Heslington,North Yorkshire,England,SE6250,462500,450500,53.94684,-1.04924,YO10 5,Other
17820,Hessay,North Yorkshire,England,SE5253,452500,453500,53.97491,-1.20106,YO26 8,Other
17821,Hessenford,Cornwall,England,SX3057,230500,57500,50.39289,-4.38600,PL11 3,Other
17822,Hessett,Suffolk,England,TL9361,593500,261500,52.21772,0.83117,IP30 9,Other
17823,Hessle,West Yorkshire,England,SE4317,443500,417500,53.65220,-1.34334,WF7 7,Other
17824,Hessle,East Riding of Yorkshire,England,TA0326,503500,426500,53.72465,-0.43284,HU13 9,Town
17825,Hest Bank,Lancashire,England,SD4766,347500,466500,54.09171,-2.80416,LA2 6,Other
17826,Hestaford,Shetland Islands,Scotland,HU2751,427500,1151500,60.24684,-1.50509,ZE2 9,Other
17827,Hester's Way,Gloucestershire,England,SO9223,392500,223500,51.90998,-2.11043,GL51 0,Other
17828,Hestingott,Shetland Islands,Scotland,HU3812,438500,1112500,59.89580,-1.31372,ZE3 9,Other
17829,Hestinsetter,Shetland Islands,Scotland,HU2945,429500,1145500,60.19283,-1.46984,ZE2 9,Other
17830,Heston,Hounslow - Greater London,England,TQ1277,512500,177500,51.48527,-0.38117,TW5 0,Other
17831,Hestwall,Orkney Islands,Scotland,HY2516,325500,1016500,59.02901,-3.29957,KW16 3,Other
17832,Heswall,Merseyside,England,SJ2683,326500,383500,53.34327,-3.10544,CH61 5,Town
17833,Hethe,Oxfordshire,England,SP5929,459500,229500,51.96081,-1.13547,OX27 8,Other
17834,Hethel,Norfolk,England,TG1700,617500,300500,52.55884,1.20723,NR14 8,Other
